filename	date	open	close	high	low	volume	PPO_RESULT
btcusd	2016-11-07	705.55	705.55	705.55	705.55	0.25744	H3
etcbtc	2016-11-07	0.001323	0.001323	0.001323	0.001323	69.422123	H0
etcusd	2016-11-07	0.9301	0.9301	0.9301	0.9301	9.072467	H0
ethbtc	2016-11-07	0.015429	0.01547	0.01547	0.015429	9.100225	H0
ethusd	2016-11-07	10.9	10.9	10.9	10.9	37.08080579	H0
ltcbtc	2016-11-07	0.005485	0.005485	0.005485	0.005485	2.123222	H0
ltcusd	2016-11-07	3.887	3.887	3.887	3.887	4.9956	H0
rrtbtc	2016-11-07	9.01e-05	9.01e-05	9.01e-05	9.01e-05	1714.805	K1
rrtusd	2016-11-07	0.06327100000000001	0.0631	0.063282	0.0631	13321.19705105	H0
zecbtc	2016-11-07	0.3311	0.3311	0.3311	0.3311	0.10047924	H0
zecusd	2016-11-07	241.11	241.11	241.11	241.11	0.01020883	H0
