filename	date	open	close	high	low	volume	PPO_RESULT
btcusd	2017-04-25	1370.3	1371.1	1371.1	1370.3	1.96748428	H0
dshbtc	2017-04-25	0.056673	0.056669000000000004	0.056749	0.056669000000000004	1.55589471	H0
dshusd	2017-04-25	78.234	78.234	78.234	78.234	3.90783971	H3
etcbtc	2017-04-25	0.0030877	0.0030948	0.0030948	0.0030877	752.18925369	H3
etcusd	2017-04-25	4.2333	4.2442	4.245	4.2330000000000005	2757.8480867900007	H3
ethbtc	2017-04-25	0.039129000000000004	0.039129000000000004	0.039129000000000004	0.039129000000000004	0.35144000000000003	H0
ethusd	2017-04-25	53.9	53.9	53.9	53.9	3.68	H0
ltcbtc	2017-04-25	0.012115	0.012135	0.012135	0.012115	7.168517	H3
rrtbtc	2017-04-25	6.3e-05	6.3e-05	6.3e-05	6.3e-05	1.0	K1
rrtusd	2017-04-25	0.0963	0.0963	0.0963	0.0963	520.0	K3
xmrbtc	2017-04-25	0.015465000000000001	0.015465000000000001	0.015465000000000001	0.015465000000000001	2.25263623	H0
xmrusd	2017-04-25	21.351	21.351	21.351	21.351	0.50361032	V0
zecbtc	2017-04-25	0.054530999999999996	0.054530999999999996	0.054530999999999996	0.054530999999999996	1.333012	H3
zecusd	2017-04-25	74.9	74.9	74.9	74.9	0.21	H0
